run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openai_20260729T153355558397,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics today news'"
v0_B_base_openai_20260729T153355558397,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T153355558397,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openai_20260729T153355558397,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openai_20260729T153355558397,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI latest news'"
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'artificial intelligence'"
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,M03_correction_handle,True,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T154836415370,v1,v1+pdcfb739d65f1+t2ed67854ad34,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T155700833517,v2,v2+pdedff4059c2f+tf90335ea6313,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,M03_correction_handle,True,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T161341313240,v3,v3+p12eef06f9f12+t87fd14845d3e,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T163248884708,v4,v4+p8b9af451f01b+t482d181f77de,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T164100680067,v4,v4+p2947308eb277+t2f5174e616d4,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
